영화명,개봉일,키워드,수상내역,순번,감독,제작사,수입사,배급사,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,API구분
데드라인,2010-04-08,"마감,시나리오작가,욕조,임신,캠코더,비디오테이프",,5068.0,숀 맥콘빌,엔소 엔터테인먼트,㈜코리아스크린,㈜코리아스크린,개봉영화,장편,미국,1,"1,815,504",251,"1,787,000",247,공포(호러),15세이상관람가,일반영화,both
러브 송,2010-04-08,"파리,우정",,4618.0,크리스토프 오노레,알마 필름,오드,오드,개봉영화,장편,프랑스,3,"4,098,142",572,"6,233,200",799,드라마,청소년관람불가,일반영화,both
로마에서 생긴 일,2010-04-08,,,3320.0,마크 스티븐 존슨,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,개봉영화,장편,미국,12,"26,864,788","3,480","19,727,000","2,481",멜로/로맨스,12세이상관람가,일반영화,both
멘탈,2010-04-08,"소통,자원봉사,정신병원,인터뷰",,4836.0,소다 카즈히로,레보터리 X,(주)에스와이코마드,주식회사 마운틴픽쳐스,개봉영화,장편,일본,2,"2,754,243",399,"1,345,000",165,다큐멘터리,15세이상관람가,독립/예술영화,both
반가운 살인자,2010-04-08,"백수,실종,연쇄살인범,추격,형사,부녀회,불량형사,추격전,범인,살인자",,609.0,김동욱,(주)영화사소풍,,롯데쇼핑㈜롯데엔터테인먼트,개봉영화,장편,한국,261,"4,347,073,175","599,176","1,236,642,000","163,606",코미디,15세이상관람가,일반영화,both
집 나온 남자들,2010-04-08,"가출,깁스,이혼,부인,아내,세남자",,1940.0,이하,(주)스폰지이엔티,,(주)싸이더스,개봉영화,장편,한국,134,"189,538,028","26,319","47,813,500","6,292",코미디,15세이상관람가,독립/예술영화,both
크레이지,2010-04-08,"바이러스,살인,무력진압,생존자,폐허",,1123.0,브렉 에이즈너,오버츄어 필름,데이지엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,미국,196,"1,123,006,998","146,377","364,397,000","45,158",공포(호러),청소년관람불가,일반영화,both
프로포즈 데이,2010-04-08,"프로포즈,아일랜드,여행,반지",,1243.0,아넌드 터커,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),개봉영화,장편,미국,149,"826,704,936","109,313","413,981,500","53,038",멜로/로맨스,12세이상관람가,일반영화,both
거절하지 못하는 여자,2010-04-12,,,7510.0,타지리 유지,,(주)씨앤피미디어,(주)씨앤피미디어,개봉영화,장편,일본,1,"4,000",2,"4,000",2,드라마,청소년관람불가,일반영화,both
바람난 아내,2010-04-12,"바람,가정,연하의남자",,7568.0,후지로 미치시,,(주)씨앤피미디어,(주)씨앤피미디어,개봉영화,장편,일본,1,"4,000",2,"4,000",2,성인물(에로),청소년관람불가,일반영화,both
부부생활 보고서,2010-04-12,,,7577.0,고토 다이스케,,(주)씨앤피미디어,(주)씨앤피미디어,개봉영화,장편,일본,1,"4,000",2,"4,000",2,성인물(에로),청소년관람불가,일반영화,both
불륜 2,2010-04-12,"권태기,연출가,불륜",,7579.0,카타오카 슈지,,(주)씨앤피미디어,(주)씨앤피미디어,개봉영화,장편,일본,1,"4,000",2,"4,000",2,성인물(에로),청소년관람불가,일반영화,both
미 투,2010-04-15,"다운증후군,첫사랑,직장동료",로테르담 국제영화제(2010) : 관객상 - 안토니오 나하로,2658.0,"안토니오 나아로,알바로 파스토르",알리시아,(주)바른손이앤에이,(주)바른손이앤에이,개봉영화,장편,스페인,11,"63,084,959","8,592","52,475,500","6,975",드라마,15세이상관람가,독립/예술영화,both
믿음의 승부,2010-04-15,"미식축구선수,기독교",,2390.0,알렉스 켄드릭,"카멜 엔터테인먼트,데스티네이션 필름,사무엘 골드윈 필름,셔우드 픽쳐스,프로비던트 필름",크로스픽쳐스(주),크로스픽쳐스(주),개봉영화,장편,미국,3,"84,681,026","12,572","61,414,000","9,072",드라마,전체관람가,일반영화,both
바운티 헌터,2010-04-15,"기자,이혼,복수,현상금사냥꾼,수배자",,1508.0,앤디 테넌트,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,개봉영화,장편,미국,123,"459,904,690","60,376","212,586,500","26,692",멜로/로맨스,15세이상관람가,일반영화,both
베스트셀러,2010-04-15,"별장,소설가,표절,재기,베스트셀러,작가,소설,추적,공모전","부천국제판타스틱영화제(2010) : EFFFF아시아영화상 - 이정호|춘사영화제(2010) : 여우주연상 - 엄정화|춘사영화제(2010) : 신인남우상 - 조진웅|춘사영화제(2010) : 미술상 - 양홍삼, 장석진",442.0,이정호,"(주)에코필름,데이지엔터테인먼트",,(주)시너지하우스 (시너지),개봉영화,장편,한국,317,"8,110,824,681","1,099,665","2,478,553,500","317,714",미스터리,15세이상관람가,일반영화,both
블라인드 사이드,2010-04-15,"거구,기부,대학,미시시피,미식축구,빨래방,스카우트,인종,입양,장학생,실화바탕",골든글로브 시상식(2010) : 여우주연상(드라마) - 산드라 블록|아카데미 시상식(2010) : 여우주연상 - 산드라 블록|미국배우조합상(2010) : 영화부문 여우주연상 - 산드라 블록,794.0,존 리 행콕,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),개봉영화,장편,미국,132,"2,643,699,147","359,899","1,313,335,000","172,111",드라마,12세이상관람가,독립/예술영화,both
사요나라 이츠카,2010-04-15,"재회,태국,사랑,운명적사랑,약혼녀,다른여자,사랑과이별,만남,헤어짐",,1999.0,이재한,"(주)투베어픽쳐스,(주)스파이로필름",,씨제이엔터테인먼트,개봉영화,장편,한국,31,"181,970,548","23,605","95,791,500","12,145",드라마,청소년관람불가,일반영화,both
사이즈의 문제,2010-04-15,"스모,비만,다이어트,트레이너",,3512.0,"샤론 메이몬,에레즈 다드모르",K5 FILM,벨진인터내셔널,프리비젼엔터테인먼트,개봉영화,장편,이스라엘,12,"20,086,567","2,647","16,672,400","2,169",드라마,12세이상관람가,독립/예술영화,both
우리들과 경찰아저씨의 700일 전쟁,2010-04-15,소설원작,,4537.0,츠카모토 렌페이,"에이티무비 크리에이티브,부쿠추 파트너스",㈜크래커픽쳐스,주식회사 마운틴픽쳐스,개봉영화,장편,일본,4,"4,815,099",664,"3,920,500",500,코미디,12세이상관람가,독립/예술영화,both
일라이,2010-04-15,"종말,지구멸망,종교",,970.0,"알렌 휴즈,알버트 휴즈",알콘엔터테인먼트,㈜케이디미디어,(주)쇼박스,개봉영화,장편,미국,252,"1,661,141,088","222,927","532,299,500","67,913",액션,15세이상관람가,일반영화,both
작은 연못,2010-04-15,"1950년대,6.25,6.25,625,남북전쟁,소설원작,실화바탕,위장잠입,인민군,전쟁,피난민,한국전쟁,위장,전국노래자랑,육이오전쟁,노근리사건",,1636.0,이상우,유한회사 제이필름,,,개봉영화,장편,한국,80,"317,197,695","47,160","137,962,500","21,003",드라마,15세이상관람가,독립/예술영화,both
7월 32일,2010-04-22,"집장촌,섬,창녀촌,부녀,부녀관계,부녀지간,각색,소설원작,가족,가족해체",,4478.0,진승현,"(주)진진엔터테인먼트필름,㈜기억속의매미",,㈜기억속의매미,개봉영화,장편,한국,3,"4,678,963",754,"1,038,000",259,드라마,청소년관람불가,독립/예술영화,both
G-포스: 기니피그 특공대,2010-04-22,"기니피그,말하는 동물,동물,부분애니메이션,특공대,특수요원",,1728.0,호이트 예이트만,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,개봉영화,장편,미국,80,"412,084,900","40,161","124,918,000","11,835",가족,전체관람가,일반영화,both
데저트 플라워,2010-04-22,"실존인물,실화바탕,모델,사막,사진작가,패션쇼",,2566.0,쉐리 호만,데저트플라워 필름프로덕션,(주)영화사구안,(주)영화사구안,개봉영화,장편,영국,15,"72,995,560","9,898","45,795,000","6,142",드라마,15세이상관람가,독립/예술영화,both
반드시 크게 들을 것,2010-04-22,"락,락가수,락밴드,락커,록큰롤,음악,막장 다큐멘터리,인디밴드,인디뮤지션",서울독립영화제(2009) : 관객상 - 백승화|- 2009년도 서울독립영화제(제35회) 관객상  - 2009년도 부천국제판타스틱영화제(제13회) 후지필름 이터나상,3695.0,백승화,빅풋필름,,㈜인디스토리,개봉영화,장편,한국,5,"14,979,893","2,023","15,586,400","2,040",다큐멘터리,15세이상관람가,독립/예술영화,both
서울,2010-04-22,"고궁,남산,서울,여행,입양,여행객,창경궁,청계천,풍물,동행,만남,이별,헤어짐",,4884.0,윤태용,"(주)디앤디미디어,(주)삼거리픽쳐스",,(주)스폰지이엔티,개봉영화,장편,한국,2,"2,481,968",374,"1,762,000",238,드라마,12세이상관람가,독립/예술영화,both
이지 버츄,2010-04-22,,,5797.0,스티븐 엘리엇,"비비씨필름즈,엔드케임 엔터테인먼트,얼링 스튜디오스",(주)누리픽쳐스,(주)누리픽쳐스,개봉영화,장편,영국,1,"715,737",98,"704,500",96,멜로/로맨스,15세이상관람가,일반영화,both
친정엄마,2010-04-22,"엄마,엄마와딸,모녀지간,모녀,시골,시골마을,자식,효녀,딸의죽음,어린시절,가족,모성,모성애,수기원작,원작",,693.0,유성엽,"(주)동아수출공사,아일랜드픽처스(주)",,(주)싸이더스,개봉영화,장편,한국,276,"3,367,901,082","478,822","956,688,000","129,750",드라마,전체관람가,일반영화,both
킥 애스: 영웅의 탄생,2010-04-22,"가면,만화원작,슈퍼히어로,마약상,바주카,유튜브,이메일,망토",,1108.0,매튜 본,"마브 필름,플랜 비 엔터테인먼트,라이온스 게이트 필름즈",데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,개봉영화,장편,영국,221,"1,167,536,970","153,849","500,415,500","63,215",액션,청소년관람불가,일반영화,both
팔레르모 슈팅,2010-04-22,"사진작가,이탈리아,음악,죽음,지명제목",,4753.0,빔 벤더스,네유 로드 무비스,(주)스폰지이엔티,(주)스폰지이엔티,개봉영화,장편,독일,1,"3,181,958",462,"2,806,000",395,드라마,15세이상관람가,독립/예술영화,both
허트 로커,2010-04-22,"수상작,이라크,이라크전,테러리스트,폭탄,이라크전쟁,폭발물해체팀,폭발물제거반,폭발물처리반,EOD(Explosive Ordnance Disposal),바그다드","전미비평가협회상(2010) : 남우주연상 - 제레미 레너|전미비평가협회상(2010) : 감독상 - 캐스린 비글로우|전미비평가협회상(2010) : 작품상 - 캐스린 비글로우|뉴욕비평가협회상(2009) : 작품상 - 캐스린 비글로우|뉴욕비평가협회상(2009) : 감독상 - 캐스린 비글로우|LA비평가협회상(2009) : 작품상 - 캐스린 비글로우|LA비평가협회상(2009) : 감독상 - 캐스린 비글로우|아카데미 시상식(2010) : 작품상 - 캐스린 비글로우, Nicolas Chartier, 그렉 샤피로, 마크 볼|아카데미 시상식(2010) : 편집상 - 밥 머로스키, 크리스 이니스|아카데미 시상식(2010) : 음향효과편집상 - Paul N.J. Ottosson|아카데미 시상식(2010) : 음향상 - Paul N.J. Ottosson, Ray Beckett|아카데미 시상식(2010) : 각본상 - Mark Boal|아카데미 시상식(2010) : 감독상 - 캐스린 비글로우|로저 이버트 Roger Ebert TOP 10(2009) : 주류영화 : 4 -",1055.0,캐서린 비글로우,볼테이지픽처스,(주)케이앤엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,미국,166,"1,323,984,967","177,509","603,903,200","77,020",드라마,15세이상관람가,독립/예술영화,both
경,2010-04-29,"어머니,여행,자매,형제,휴게소,디지털,상실,외로움,소통,소통부재,인터넷",,4354.0,김소영,영화사구경,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),개봉영화,장편,한국,4,"6,300,624",916,"7,892,900","1,096",드라마,15세이상관람가,독립/예술영화,both
뭘 또 그렇게까지,2010-04-29,"대학원생,문학,슬럼프,춘천,화가,미술,진로고민,진로,예술,선생님,멘토,호감",,4850.0,전계수,"(주)디앤디미디어,(주)삼거리픽쳐스",,(주)스폰지이엔티,개봉영화,장편,한국,1,"2,572,896",393,"2,042,500",296,드라마,12세이상관람가,독립/예술영화,both
시스터 스마일,2010-04-29,,,4421.0,스틴 코닝스,"까날 플러스,티피에스 스타",우성엔터테인먼트,우성엔터테인먼트,개봉영화,장편,벨기에,2,"6,486,846",824,"6,110,000",756,드라마,12세이상관람가,일반영화,both
우리 의사 선생님,2010-04-29,"과거,실종,의사,시골",,3240.0,니시카와 미와,"반다이비쥬얼컴패니,덴츠,에이세이 게키요,TV 맨 유니온",(주)영화사 진진,(주)영화사 진진,개봉영화,장편,일본,3,"28,146,918","3,868","25,137,000","3,388",드라마,12세이상관람가,독립/예술영화,both
윌로우 트리,2010-04-29,"암,파리,시력,수술",,5385.0,마지드 마지디,마지드 마지디,인터비스앤파트너스(주),(주)영화사구안,개봉영화,장편,이란,1,"1,109,926",169,"1,092,500",166,드라마,전체관람가,일반영화,both
하프웨이,2010-04-29,,,3659.0,키타가와 에리코,시네캐넌 픽쳐스 인터내셔널,이미지팩토리,이미지팩토리,개봉영화,장편,일본,9,"14,973,591","2,113","8,192,500","1,119",드라마,전체관람가,일반영화,both
뜨겁게 안아줘,2010-05-03,"간호사,성형외과,섹스스캔들,파벌싸움",,7543.0,카타오카 슈지,,(주)씨앤피미디어,(주)씨앤피미디어,개봉영화,장편,일본,1,"4,000",2,"4,000",2,성인물(에로),청소년관람불가,일반영화,both
목욕탕에 그녀가 있다,2010-05-03,"공중목욕탕,가업",,7564.0,야마우치 다이스케,,(주)씨앤피미디어,(주)씨앤피미디어,개봉영화,장편,일본,1,"4,000",2,"4,000",2,성인물(에로),청소년관람불가,일반영화,both
아이 노우 유 노우,2010-05-04,"스파이,첩보원,부자관계",,4958.0,저스틴 케리건,,(주)에스와이코마드,주식회사 마운틴픽쳐스,개봉영화,장편,영국,1,"2,002,439",313,"1,688,000",260,드라마,12세이상관람가,독립/예술영화,both
원 나잇 스탠드,2010-05-04,"옴니버스영화,원나잇스탠드,옴니버스영화영화,여대생,청년,신혼부부,커플,산장,질투,섹스거부,섹스,영화평론가,때,때밀이,공중목욕탕,목욕탕",http://blog.naver.com/one_stand,3855.0,"민용근,이유림,장훈",서울독립영화제,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),개봉영화,옴니버스,한국,9,"11,379,871","1,689","12,233,300","1,753",드라마,청소년관람불가,독립/예술영화,both
