순번,영진위 영화명,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
1796,뫼비우스,뫼비우스,김기덕,(주)김기덕 필름,,(주)넥스트엔터테인먼트월드(NEW),2013-09-05,개봉영화,장편,한국,128,"250,644,579",34740,"112,900,079","14,992",드라마,청소년관람불가,독립/예술영화
1797,더 헌트,더헌트,토마스 빈터베르그,,(주)엣나인필름,"(주)엣나인필름,씨너스엔터테인먼트(주)",2013-01-24,개봉영화,장편,덴마크,37,"263,329,000",34724,"212,893,500","27,204",드라마,15세이상관람가,독립/예술영화
1798,서태지밴드 라이브 투어 더 뫼비우스,서태지밴드라이브투어더뫼비우스,서태지,(주)서태지컴퍼니,,(주)서태지컴퍼니,2010-05-21,개봉영화,장편,한국,1,"259,638,481",34688,"229,238,000","30,278",다큐멘터리,전체관람가,독립/예술영화
1799,하비의 마지막 로맨스,하비의마지막로맨스,조엘 홉킨스,오버츄어 필름,(주)미로비젼,(주)영화사 진진,2010-10-28,개봉영화,장편,미국,41,"251,907,697",34670,"172,433,500","23,192",멜로/로맨스,12세이상관람가,독립/예술영화
1800,빠삐용,빠삐용,마이클 노어,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,2019-02-27,개봉영화,장편,미국,191,"275,744,950",34631,"104,589,580","12,989",범죄,15세이상관람가,독립/예술영화
1801,음모자,음모자,로버트 레드포드,,판씨네마(주),판씨네마(주),2011-06-30,개봉영화,장편,미국,35,"263,503,000",34625,"142,495,500","18,107",드라마,12세이상관람가,독립/예술영화
1802,녹터널 애니멀스,녹터널애니멀스,톰 포드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-11,개봉영화,장편,미국,219,"284,555,179",34616,"175,748,079","20,648",드라마,청소년관람불가,독립/예술영화
1803,신은 죽지 않았다 2,신은죽지않았다2,해롤드 크론크,,(주)에스와이코마드,"(주)에스와이코마드,글뫼 주식회사",2016-04-07,개봉영화,장편,미국,96,"249,592,600",34584,"104,715,400","14,701",드라마,12세이상관람가,독립/예술영화
1804,파운더,파운더,존 리 행콕,,(주)크리픽쳐스,CGV아트하우스,2017-04-20,개봉영화,장편,미국,288,"274,920,900",34517,"147,735,300","17,982",드라마,15세이상관람가,독립/예술영화
1805,필로미나의 기적,필로미나의기적,스티븐 프리어스,,찬란,씨네그루(주)다우기술,2014-04-16,개봉영화,장편,영국,194,"249,884,600",34501,"129,139,100","17,081",드라마,12세이상관람가,독립/예술영화
1806,극장판 레이디버그 미라클스톤의 비밀,극장판레이디버그미라클스톤의비밀,토마스 아스트뤽,,,(주)삼지애니메이션,2018-01-25,개봉영화,장편,프랑스,305,"254,692,500",34466,"58,311,300","7,317",애니메이션,전체관람가,일반영화
1807,"헤일, 시저!",헤일시저,"에단 코엔,조엘 코엔",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-03-24,개봉영화,장편,미국,253,"271,122,300",34295,"156,527,000","19,272",코미디,12세이상관람가,독립/예술영화
1808,아이 엠 러브,아이엠러브,루카 구아다그니노,,"(주)영화사 진진,(주)영화사 조제","(주)영화사 진진,(주)영화사 조제",2011-01-20,개봉영화,장편,이탈리아,14,"271,649,000",34269,"218,532,500","27,161",드라마,청소년관람불가,독립/예술영화
1809,더 플랜,더플랜,최진성,프로젝트 부,,(주)엣나인필름,2017-04-20,개봉영화,장편,한국,156,"263,526,895",34225,"126,773,395","16,124",다큐멘터리,15세이상관람가,독립/예술영화
1810,7번째 내가 죽던 날,7번째내가죽던날,라이 루소 영,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2017-05-31,개봉영화,장편,미국,230,"259,877,400",34184,"80,398,600","10,255",드라마,15세이상관람가,독립/예술영화
1811,빅 웨딩,빅웨딩,저스틴 잭햄,,(주)뮤제엔터테인먼트,(주)나이너스엔터테인먼트,2013-06-27,개봉영화,장편,미국,166,"231,885,500",33993,"138,156,000","20,005",멜로/로맨스,청소년관람불가,일반영화
1812,어메이징 메리,어메이징메리,마크 웹,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-10-04,개봉영화,장편,미국,61,"272,826,500",33901,"148,059,200","18,198",드라마,12세이상관람가,독립/예술영화
1813,복숭아나무,복숭아나무,구혜선,"구혜선 필름,(유)조이앤컨텐츠그룹",,(주)넥스트엔터테인먼트월드(NEW),2012-10-31,개봉영화,장편,한국,201,"240,103,112",33884,"102,086,597","13,837",멜로/로맨스,15세이상관람가,일반영화
1814,"메밀꽃, 운수 좋은 날, 그리고 봄봄",메밀꽃운수좋은날그리고봄봄,"안재훈,한혜진","(주)연필로명상하기,한국교육방송공사 EBS",,이달투,2014-08-21,개봉영화,옴니버스,한국,37,"220,210,100",33751,"96,543,000","13,552",애니메이션,전체관람가,독립/예술영화
1815,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,페이트스테이나이트헤븐즈필제2장로스트버터플라이,스도 토모노리,,(주)애니플러스,(주)애니플러스,2019-03-21,개봉영화,장편,일본,94,"301,346,420",33656,"129,642,690","13,973",애니메이션,15세이상관람가,독립/예술영화
1816,오직 사랑하는 이들만이 살아남는다,오직사랑하는이들만이살아남는다,짐 자무시,,찬란,찬란,2014-01-09,개봉영화,장편,영국,38,"253,422,443",33579,"182,213,443","23,450",드라마,15세이상관람가,독립/예술영화
1817,마스터,마스터,폴 토마스 앤더슨,,(주)누리픽쳐스,(주)영화사 진진,2013-07-11,개봉영화,장편,미국,38,"256,118,300",33505,"200,422,300","25,404",드라마,청소년관람불가,독립/예술영화
1818,만신,만신,박찬경,볼,,(주)엣나인필름,2014-03-06,개봉영화,장편,한국,88,"251,863,300",33481,"140,098,300","17,846",다큐멘터리,15세이상관람가,독립/예술영화
1819,코난 암흑의 시대,코난암흑의시대,마커스 니스펠,,제이엠지엔터테인먼트(주),씨제이이앤엠(주),2012-04-05,개봉영화,장편,미국,198,"257,709,000",33469,"82,771,500","9,981",판타지,청소년관람불가,일반영화
1820,리틀드래곤 코코넛,리틀드래곤코코넛,"허버트 베일란드,니나 웰스",,(주)시네마리퍼블릭,(주)영화사 빅,2015-07-02,개봉영화,장편,독일,209,"242,862,400",33464,"53,646,100","7,072",애니메이션,전체관람가,독립/예술영화
1821,배틀 오브 비보이,배틀오브비보이,벤슨 리,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-01-09,개봉영화,장편,미국,80,"214,900,500",33360,"45,827,500","7,054",드라마,12세이상관람가,일반영화
1822,무한대를 본 남자,무한대를본남자,맷 브라운,,판씨네마(주),판씨네마(주),2016-11-03,개봉영화,장편,영국,309,"254,945,754",33188,"98,323,454","12,460",드라마,12세이상관람가,독립/예술영화
1823,"땡큐, 대디",땡큐대디,닐스 타베니어,,(주)영화사 빅,(주)영화사 빅,2015-04-23,개봉영화,장편,프랑스,252,"236,688,561",33036,"113,845,761","15,784",드라마,전체관람가,독립/예술영화
1824,태양 아래,태양아래,비탈리 만스키,,에이리스트엔터테인먼트,THE 픽쳐스,2016-04-27,개봉영화,장편,체코,120,"206,495,400",33008,"122,464,500","21,160",다큐멘터리,전체관람가,독립/예술영화
1825,I AM,iam,최진성,"씨제이이앤엠(주),(주)에스엠엔터테인먼트",,씨제이이앤엠(주),2012-06-21,개봉영화,장편,한국,137,"245,580,000",32988,"138,838,000","17,865",다큐멘터리,전체관람가,일반영화
1826,개들의 섬,개들의섬,웨스 앤더슨,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-06-21,개봉영화,장편,미국,121,"284,739,300",32789,"191,546,000","21,688",코미디,12세이상관람가,일반영화
1827,킬 유어 달링,킬유어달링,존 크로키다스,,(주)수키픽쳐스,(주)영화사 진진,2014-10-16,개봉영화,장편,미국,93,"255,344,020",32668,"157,205,820","19,526",드라마,청소년관람불가,독립/예술영화
1828,시작은 키스!,시작은키스,"다비드 포앙키노스,스테판 포엔키노스",,판씨네마(주),판씨네마(주),2012-06-14,개봉영화,장편,프랑스,29,"250,232,000",32626,"205,489,000","25,948",코미디,12세이상관람가,독립/예술영화
1829,꼬마 잠수함 올리 2,꼬마잠수함올리2,밥 두셋,,예지림엔터테인먼트,예지림엔터테인먼트,2014-12-04,개봉영화,장편,미국,186,"203,435,700",32453,"23,974,500","3,201",애니메이션,전체관람가,일반영화
1830,거미줄에 걸린 소녀,거미줄에걸린소녀,페드 알바레즈,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-11-28,개봉영화,장편,미국,313,"255,329,200",32418,"95,966,450","11,886",액션,15세이상관람가,일반영화
1831,인어공주  새로운 모험의 시작,인어공주새로운모험의시작,아담 추,,예지림엔터테인먼트,예지림엔터테인먼트,2016-11-03,개봉영화,장편,중국,262,"243,970,300",32350,"38,997,300","4,628",애니메이션,전체관람가,독립/예술영화
1832,다가오는 것들,다가오는것들,미아 한센-로브,,찬란,찬란,2016-09-29,개봉영화,장편,프랑스,29,"258,703,834",32307,"207,151,834","24,821",드라마,15세이상관람가,독립/예술영화
1833,대결,대결,신동엽,"휴메니테라픽쳐스(주),컴퍼니에이이엔티(주)",,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2016-09-22,개봉영화,장편,한국,366,"251,176,500",32278,"73,160,100","9,098",액션,15세이상관람가,일반영화
1834,팔로우,팔로우,데이빗 로버트 밋첼,,(주)콘텐츠게이트,"(주)영화사오원,(주)브리즈픽처스",2015-04-02,개봉영화,장편,미국,197,"267,202,743",32187,"84,573,443","9,961",공포(호러),청소년관람불가,독립/예술영화
1835,클라우즈 오브 실스마리아,클라우즈오브실스마리아,올리비에 아사야스,,(주)티캐스트콘텐츠허브,(주)나이너스엔터테인먼트,2014-12-18,개봉영화,장편,프랑스,53,"254,585,599",32126,"197,407,399","24,311",드라마,15세이상관람가,독립/예술영화
1836,위크엔드 인 파리,위크엔드인파리,로저 미첼,,판씨네마(주),판씨네마(주),2014-05-01,개봉영화,장편,영국,31,"252,649,200",32070,"178,820,600","22,147",드라마,15세이상관람가,독립/예술영화
1837,극장판 위 베어 베어스 곰 브라더스,극장판위베어베어스곰브라더스,매니 에르난데스,,터너코리아 유한회사,(주)팝엔터테인먼트,2017-08-24,개봉영화,장편,미국,307,"230,410,600",32021,"44,667,800","5,612",애니메이션,전체관람가,일반영화
1838,극장판 프리파라 모두 모여라! 프리즘☆투어즈,극장판프리파라모두모여라프리즘투어즈,히시다 마사카즈,동우에이앤이(주),,(주)박수엔터테인먼트,2016-10-13,개봉영화,장편,한국,157,"263,405,900",31843,"71,055,000","8,187",애니메이션,전체관람가,독립/예술영화
1839,극장판 유희왕 더 다크 사이드 오브 디멘션즈,극장판유희왕더다크사이드오브디멘션즈,쿠와바라 사토시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-06-09,개봉영화,장편,일본,210,"253,214,200",31805,"82,762,300","9,804",애니메이션,전체관람가,일반영화
1840,마이 블랭키,마이블랭키,프란시스 닐슨,,(주)시네마리퍼블릭,(주)마인스 엔터테인먼트,2014-06-04,개봉영화,장편,스페인,111,"219,661,100",31798,"32,984,500","4,461",애니메이션,전체관람가,독립/예술영화
1841,썬키스 패밀리,썬키스패밀리,김지혜,(주)영화사두둥,,메가박스중앙(주)플러스엠,2019-03-27,개봉영화,장편,한국,417,"245,549,900",31742,"84,021,800","10,426",가족,15세이상관람가,일반영화
1842,꼭두각시,꼭두각시,권영락,골든타이드픽처스(주),,(주)인벤트스톤,2013-06-20,개봉영화,장편,한국,134,"227,941,500",31713,"37,575,000","4,982",공포(호러),청소년관람불가,일반영화
1843,그랜드파더,그랜드파더,이서,(주)한이야기,,"(주)인벤트스톤,(주)디스테이션",2016-08-31,개봉영화,장편,한국,288,"233,692,400",31640,"55,962,800","7,516",액션,청소년관람불가,독립/예술영화
1844,동경가족,동경가족,야마다 요지,,오드,오드,2014-07-31,개봉영화,장편,일본,45,"237,144,500",31564,"142,091,600","18,204",가족,전체관람가,독립/예술영화
1845,꼬마 니콜라의 여름방학,꼬마니콜라의여름방학,로랑 티라르,,소서러스어프렌티스(주),(주)나이너스엔터테인먼트,2014-08-21,개봉영화,장편,프랑스,133,"218,859,600",31368,"84,970,800","11,793",코미디,전체관람가,독립/예술영화
1846,소명 3  히말라야의 슈바이처,소명3히말라야의슈바이처,신현원,신현원프로덕션,,(주)에스피엠,2011-04-07,개봉영화,장편,한국,32,"212,483,500",31265,"101,772,000","13,516",다큐멘터리,전체관람가,독립/예술영화
1847,나는 부정한다,나는부정한다,믹 잭슨,,(주)티캐스트,(주)티캐스트,2017-04-26,개봉영화,장편,영국,104,"250,925,125",31172,"173,714,325","20,751",드라마,12세이상관람가,독립/예술영화
1848,더 브레이브,더브레이브,"에단 코엔,조엘 코엔",,씨제이엔터테인먼트,씨제이엔터테인먼트,2011-02-24,개봉영화,장편,미국,51,"240,423,500",31152,"174,312,500","22,354",드라마,15세이상관람가,일반영화
1849,초콜렛 도넛,초콜렛도넛,트래비스 파인,,(주)수키픽쳐스,CGV아트하우스,2014-10-02,개봉영화,장편,미국,53,"246,408,200",31101,"134,348,400","16,354",드라마,15세이상관람가,독립/예술영화
1850,어떤 시선,어떤시선,"박정범,신아가,이상철,민용근",국가인권위원회,,(주)영화사 진진,2013-10-24,개봉영화,옴니버스,한국,28,"204,028,800",31048,"56,865,800","7,648",드라마,12세이상관람가,독립/예술영화
1851,러브액츄얼리 크리스마스 에디션,러브액츄얼리크리스마스에디션,리차드 커티스,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2013-12-18,개봉영화,장편,미국,82,"236,604,147",31032,"183,585,647","23,753",멜로/로맨스,청소년관람불가,독립/예술영화
1852,목숨,목숨,이창재,(주)비트윈픽처스,,필라멘트픽쳐스,2014-12-04,개봉영화,장편,한국,97,"235,872,600",31022,"99,672,400","12,412",다큐멘터리,12세이상관람가,독립/예술영화
1853,막달라 마리아 부활의 증인,막달라마리아부활의증인,가스 데이비스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-03-28,개봉영화,장편,영국,111,"214,792,200",30833,"99,004,200","14,257",드라마,12세이상관람가,일반영화
